Record ID,Agency Code,Agency_Name,Agency_Type,City,State,Year,Month,Incident,Crime_Type,Crime Solved,Victim_Sex,Victim Age,Victim Race,Victim Ethnicity,Perpetrator Sex,Perpetrator Age,Perpetrator Race,Perpetrator Ethnicity,Relationship,Weapon,Victim Count,Perpetrator Count,Record Source
1114,CA00109,Oakland,Municipal Police,Alameda,California,1980,January,9,Murder or Manslaughter,Yes,Male,21,White,Unknown,Male,28,Black,Unknown,Unknown,Unknown,0,0,FBI
1115,CA00109,Oakland,Municipal Police,Alameda,California,1980,January,10,Murder or Manslaughter,No,Male,86,Black,Unknown,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
1116,CA00109,Oakland,Municipal Police,Alameda,California,1980,January,11,Murder or Manslaughter,Yes,Male,37,Black,Unknown,Male,26,Unknown,Unknown,Stranger,Handgun,0,0,FBI
1117,CA00109,Oakland,Municipal Police,Alameda,California,1980,January,12,Murder or Manslaughter,Yes,Male,55,White,Unknown,Female,36,White,Unknown,Unknown,Knife,0,0,FBI
1118,CA00109,Oakland,Municipal Police,Alameda,California,1980,February,1,Murder or Manslaughter,Yes,Male,23,Black,Unknown,Male,15,Black,Unknown,Unknown,Blunt Object,0,2,FBI
1119,CA00109,Oakland,Municipal Police,Alameda,California,1980,February,2,Murder or Manslaughter,No,Male,32,Black,Unknown,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
1120,CA00109,Oakland,Municipal Police,Alameda,California,1980,February,3,Murder or Manslaughter,Yes,Female,31,Black,Unknown,Female,32,Black,Unknown,Sister,Strangulation,0,0,FBI
1121,CA00109,Oakland,Municipal Police,Alameda,California,1980,February,4,Murder or Manslaughter,No,Male,58,Black,Unknown,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
1122,CA00109,Oakland,Municipal Police,Alameda,California,1980,February,5,Murder or Manslaughter,No,Male,51,White,Unknown,Unknown,0,Unknown,Unknown,Unknown,Knife,0,0,FBI
1123,CA00109,Oakland,Municipal Police,Alameda,California,1980,February,6,Murder or Manslaughter,Yes,Male,16,Black,Unknown,Male,17,Black,Unknown,Unknown,Handgun,0,0,FBI
1124,CA00109,Oakland,Municipal Police,Alameda,California,1980,March,1,Murder or Manslaughter,Yes,Male,31,Black,Unknown,Male,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
1125,CA00109,Oakland,Municipal Police,Alameda,California,1980,March,2,Murder or Manslaughter,Yes,Male,0,Black,Unknown,Male,25,Black,Unknown,Family,Knife,0,0,FBI
1126,CA00109,Oakland,Municipal Police,Alameda,California,1980,March,3,Murder or Manslaughter,No,Male,26,Black,Unknown,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
1127,CA00109,Oakland,Municipal Police,Alameda,California,1980,March,4,Murder or Manslaughter,Yes,Male,18,Black,Unknown,Male,14,Black,Unknown,Acquaintance,Handgun,0,0,FBI
1128,CA00109,Oakland,Municipal Police,Alameda,California,1980,March,5,Murder or Manslaughter,Yes,Male,34,White,Unknown,Male,19,White,Unknown,Unknown,Knife,0,0,FBI
1129,CA00109,Oakland,Municipal Police,Alameda,California,1980,March,6,Murder or Manslaughter,No,Female,69,White,Unknown,Unknown,0,Unknown,Unknown,Unknown,Blunt Object,0,0,FBI
1130,CA00109,Oakland,Municipal Police,Alameda,California,1980,March,7,Murder or Manslaughter,Yes,Male,21,Black,Unknown,Male,22,Black,Unknown,Unknown,Handgun,0,0,FBI
1131,CA00109,Oakland,Municipal Police,Alameda,California,1980,March,8,Murder or Manslaughter,Yes,Male,42,Black,Unknown,Female,29,Black,Unknown,Unknown,Handgun,0,1,FBI
1132,CA00109,Oakland,Municipal Police,Alameda,California,1980,March,9,Murder or Manslaughter,Yes,Female,26,Black,Unknown,Female,24,Black,Unknown,Unknown,Handgun,0,0,FBI
1133,CA00109,Oakland,Municipal Police,Alameda,California,1980,March,10,Murder or Manslaughter,No,Male,32,White,Unknown,Unknown,0,Unknown,Unknown,Unknown,Knife,0,0,FBI
1134,CA00109,Oakland,Municipal Police,Alameda,California,1980,March,11,Murder or Manslaughter,Yes,Male,65,Black,Unknown,Male,14,Black,Unknown,Father,Knife,0,0,FBI
1135,CA00109,Oakland,Municipal Police,Alameda,California,1980,March,12,Murder or Manslaughter,No,Female,32,Black,Unknown,Unknown,0,Unknown,Unknown,Unknown,Knife,0,0,FBI
1136,CA00109,Oakland,Municipal Police,Alameda,California,1980,March,13,Murder or Manslaughter,Yes,Male,60,Black,Unknown,Male,20,Black,Unknown,Unknown,Knife,0,0,FBI
1137,CA00109,Oakland,Municipal Police,Alameda,California,1980,March,14,Murder or Manslaughter,Yes,Female,22,Black,Unknown,Male,21,Black,Unknown,Girlfriend,Handgun,0,0,FBI
1138,CA00109,Oakland,Municipal Police,Alameda,California,1980,April,1,Murder or Manslaughter,No,Male,27,White,Unknown,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,1,FBI
1139,CA00109,Oakland,Municipal Police,Alameda,California,1980,April,2,Murder or Manslaughter,Yes,Male,32,White,Unknown,Male,28,White,Unknown,Unknown,Blunt Object,0,0,FBI
1140,CA00109,Oakland,Municipal Police,Alameda,California,1980,April,3,Murder or Manslaughter,Yes,Male,57,Black,Unknown,Female,37,Black,Unknown,Common-Law Husband,Knife,0,1,FBI
1141,CA00109,Oakland,Municipal Police,Alameda,California,1980,April,4,Murder or Manslaughter,Yes,Male,21,Black,Unknown,Male,19,Black,Unknown,Unknown,Handgun,0,0,FBI
1142,CA00109,Oakland,Municipal Police,Alameda,California,1980,April,5,Murder or Manslaughter,Yes,Male,37,Black,Unknown,Male,24,Black,Unknown,Unknown,Handgun,0,0,FBI
1143,CA00109,Oakland,Municipal Police,Alameda,California,1980,April,6,Murder or Manslaughter,Yes,Female,81,Asian/Pacific Islander,Not Hispanic,Male,16,Black,Unknown,Stranger,Strangulation,0,1,FBI
1144,CA00109,Oakland,Municipal Police,Alameda,California,1980,April,7,Murder or Manslaughter,Yes,Male,35,White,Unknown,Male,22,White,Unknown,Unknown,Drowning,0,0,FBI
1145,CA00109,Oakland,Municipal Police,Alameda,California,1980,May,1,Murder or Manslaughter,Yes,Male,23,Black,Not Hispanic,Male,26,Black,Not Hispanic,Unknown,Blunt Object,0,0,FBI
1146,CA00109,Oakland,Municipal Police,Alameda,California,1980,May,2,Murder or Manslaughter,Yes,Male,50,Black,Not Hispanic,Female,44,Black,Not Hispanic,Boyfriend,Knife,0,0,FBI
1147,CA00109,Oakland,Municipal Police,Alameda,California,1980,May,3,Murder or Manslaughter,Yes,Male,33,Black,Not Hispanic,Male,56,Black,Not Hispanic,Unknown,Shotgun,0,0,FBI
1148,CA00109,Oakland,Municipal Police,Alameda,California,1980,May,4,Murder or Manslaughter,Yes,Male,53,White,Not Hispanic,Female,18,White,Not Hispanic,Stranger,Knife,0,0,FBI
1149,CA00109,Oakland,Municipal Police,Alameda,California,1980,May,5,Murder or Manslaughter,No,Male,27,Black,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
1150,CA00109,Oakland,Municipal Police,Alameda,California,1980,May,6,Murder or Manslaughter,Yes,Male,20,Black,Not Hispanic,Male,32,Black,Not Hispanic,Stranger,Handgun,0,0,FBI
1151,CA00109,Oakland,Municipal Police,Alameda,California,1980,May,7,Murder or Manslaughter,Yes,Male,32,Black,Not Hispanic,Male,20,Black,Not Hispanic,Unknown,Handgun,0,0,FBI
1152,CA00109,Oakland,Municipal Police,Alameda,California,1980,May,8,Murder or Manslaughter,Yes,Male,40,White,Not Hispanic,Male,22,White,Not Hispanic,Boyfriend/Girlfriend,Knife,0,0,FBI
1153,CA00109,Oakland,Municipal Police,Alameda,California,1980,June,1,Murder or Manslaughter,No,Male,36,White,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
1154,CA00109,Oakland,Municipal Police,Alameda,California,1980,June,2,Murder or Manslaughter,Yes,Male,43,Black,Not Hispanic,Male,28,Black,Not Hispanic,Unknown,Shotgun,0,0,FBI
1155,CA00109,Oakland,Municipal Police,Alameda,California,1980,June,3,Murder or Manslaughter,Yes,Male,30,Black,Not Hispanic,Female,28,Black,Not Hispanic,Boyfriend,Handgun,0,0,FBI
1156,CA00109,Oakland,Municipal Police,Alameda,California,1980,June,4,Murder or Manslaughter,Yes,Male,17,Black,Not Hispanic,Male,17,Black,Not Hispanic,Acquaintance,Blunt Object,0,0,FBI
1157,CA00109,Oakland,Municipal Police,Alameda,California,1980,June,5,Murder or Manslaughter,Yes,Male,20,White,Hispanic,Male,20,White,Hispanic,Unknown,Rifle,0,8,FBI
1158,CA00109,Oakland,Municipal Police,Alameda,California,1980,June,6,Murder or Manslaughter,No,Male,17,Black,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
1159,CA00109,Oakland,Municipal Police,Alameda,California,1980,June,7,Murder or Manslaughter,Yes,Male,16,Black,Not Hispanic,Male,18,Black,Not Hispanic,Unknown,Knife,0,0,FBI
1160,CA00109,Oakland,Municipal Police,Alameda,California,1980,June,8,Murder or Manslaughter,No,Male,40,White,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Knife,0,0,FBI
1161,CA00109,Oakland,Municipal Police,Alameda,California,1980,June,9,Murder or Manslaughter,Yes,Male,71,Black,Not Hispanic,Male,19,Black,Not Hispanic,Acquaintance,Knife,0,0,FBI
1162,CA00109,Oakland,Municipal Police,Alameda,California,1980,June,10,Murder or Manslaughter,Yes,Female,38,Black,Not Hispanic,Male,40,Black,Not Hispanic,Girlfriend,Knife,0,0,FBI
1163,CA00109,Oakland,Municipal Police,Alameda,California,1980,July,1,Murder or Manslaughter,Yes,Male,32,White,Not Hispanic,Male,29,Black,Not Hispanic,Unknown,Knife,0,1,FBI
1164,CA00109,Oakland,Municipal Police,Alameda,California,1980,July,3,Murder or Manslaughter,No,Male,31,Black,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,1,FBI
1165,CA00109,Oakland,Municipal Police,Alameda,California,1980,July,4,Murder or Manslaughter,Yes,Female,22,Black,Not Hispanic,Male,20,Black,Not Hispanic,Unknown,Handgun,0,2,FBI
1166,CA00109,Oakland,Municipal Police,Alameda,California,1980,July,5,Murder or Manslaughter,Yes,Male,32,Black,Not Hispanic,Male,39,Black,Not Hispanic,Unknown,Handgun,0,0,FBI
1167,CA00109,Oakland,Municipal Police,Alameda,California,1980,July,6,Murder or Manslaughter,No,Male,25,Black,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,1,FBI
1168,CA00109,Oakland,Municipal Police,Alameda,California,1980,July,7,Murder or Manslaughter,Yes,Male,28,Black,Not Hispanic,Male,60,Black,Not Hispanic,Unknown,Handgun,0,0,FBI
1169,CA00109,Oakland,Municipal Police,Alameda,California,1980,July,8,Murder or Manslaughter,Yes,Male,58,White,Not Hispanic,Male,21,White,Not Hispanic,Unknown,Shotgun,0,2,FBI
1170,CA00109,Oakland,Municipal Police,Alameda,California,1980,July,9,Murder or Manslaughter,Yes,Male,35,Black,Not Hispanic,Male,18,Black,Not Hispanic,Unknown,Handgun,0,0,FBI
1171,CA00109,Oakland,Municipal Police,Alameda,California,1980,July,10,Murder or Manslaughter,No,Female,21,Black,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Unknown,0,1,FBI
1172,CA00109,Oakland,Municipal Police,Alameda,California,1980,July,11,Murder or Manslaughter,Yes,Female,28,Black,Not Hispanic,Male,36,Black,Not Hispanic,Acquaintance,Blunt Object,0,0,FBI
1173,CA00109,Oakland,Municipal Police,Alameda,California,1980,August,1,Murder or Manslaughter,Yes,Male,31,Black,Not Hispanic,Male,38,Black,Not Hispanic,Unknown,Handgun,0,0,FBI
1174,CA00109,Oakland,Municipal Police,Alameda,California,1980,August,2,Murder or Manslaughter,Yes,Male,38,Black,Not Hispanic,Male,31,Black,Not Hispanic,Unknown,Handgun,0,0,FBI
1175,CA00109,Oakland,Municipal Police,Alameda,California,1980,August,3,Murder or Manslaughter,No,Male,38,Black,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Knife,0,0,FBI
1176,CA00109,Oakland,Municipal Police,Alameda,California,1980,August,4,Murder or Manslaughter,No,Female,19,Black,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
1177,CA00109,Oakland,Municipal Police,Alameda,California,1980,August,5,Murder or Manslaughter,Yes,Male,77,White,Not Hispanic,Male,39,Unknown,Unknown,Unknown,Strangulation,0,0,FBI
1178,CA00109,Oakland,Municipal Police,Alameda,California,1980,August,6,Murder or Manslaughter,Yes,Male,16,White,Not Hispanic,Male,16,White,Not Hispanic,Unknown,Shotgun,0,0,FBI
1179,CA00109,Oakland,Municipal Police,Alameda,California,1980,August,7,Murder or Manslaughter,Yes,Male,21,Black,Not Hispanic,Male,22,Black,Not Hispanic,Unknown,Knife,0,0,FBI
1180,CA00109,Oakland,Municipal Police,Alameda,California,1980,August,8,Murder or Manslaughter,Yes,Male,5,Black,Not Hispanic,Male,11,Black,Not Hispanic,Unknown,Strangulation,0,0,FBI
1181,CA00109,Oakland,Municipal Police,Alameda,California,1980,August,9,Murder or Manslaughter,No,Female,50,White,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Unknown,0,0,FBI
1182,CA00109,Oakland,Municipal Police,Alameda,California,1980,August,10,Murder or Manslaughter,No,Female,66,Black,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Blunt Object,0,0,FBI
1183,CA00109,Oakland,Municipal Police,Alameda,California,1980,August,11,Murder or Manslaughter,No,Male,83,White,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Unknown,0,0,FBI
1184,CA00109,Oakland,Municipal Police,Alameda,California,1980,August,12,Murder or Manslaughter,No,Male,27,Black,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
1185,CA00109,Oakland,Municipal Police,Alameda,California,1980,August,13,Murder or Manslaughter,Yes,Female,24,Black,Not Hispanic,Male,25,Black,Not Hispanic,Unknown,Knife,0,0,FBI
1186,CA00109,Oakland,Municipal Police,Alameda,California,1980,August,14,Murder or Manslaughter,Yes,Female,29,White,Not Hispanic,Male,32,White,Not Hispanic,Unknown,Handgun,0,0,FBI
1187,CA00109,Oakland,Municipal Police,Alameda,California,1980,August,15,Murder or Manslaughter,Yes,Male,21,Black,Not Hispanic,Male,23,Black,Not Hispanic,Unknown,Handgun,0,0,FBI
1188,CA00109,Oakland,Municipal Police,Alameda,California,1980,August,16,Murder or Manslaughter,No,Female,32,White,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
1189,CA00109,Oakland,Municipal Police,Alameda,California,1980,August,17,Murder or Manslaughter,No,Male,17,Black,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Handgun,2,0,FBI
1190,CA00109,Oakland,Municipal Police,Alameda,California,1980,September,1,Murder or Manslaughter,Yes,Male,35,Black,Not Hispanic,Male,35,Unknown,Unknown,Stranger,Handgun,0,0,FBI
1191,CA00109,Oakland,Municipal Police,Alameda,California,1980,September,2,Murder or Manslaughter,Yes,Male,19,Black,Not Hispanic,Female,24,Black,Not Hispanic,Acquaintance,Handgun,0,1,FBI
1192,CA00109,Oakland,Municipal Police,Alameda,California,1980,September,3,Murder or Manslaughter,Yes,Female,55,Black,Not Hispanic,Male,50,Black,Not Hispanic,Acquaintance,Knife,0,0,FBI
1193,CA00109,Oakland,Municipal Police,Alameda,California,1980,September,4,Murder or Manslaughter,Yes,Male,18,Black,Not Hispanic,Male,28,Black,Not Hispanic,Unknown,Handgun,0,0,FBI
1194,CA00109,Oakland,Municipal Police,Alameda,California,1980,September,5,Murder or Manslaughter,Yes,Male,20,Black,Not Hispanic,Male,31,Black,Not Hispanic,Acquaintance,Handgun,0,0,FBI
1195,CA00109,Oakland,Municipal Police,Alameda,California,1980,September,6,Murder or Manslaughter,No,Male,65,Black,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Blunt Object,0,0,FBI
1196,CA00109,Oakland,Municipal Police,Alameda,California,1980,September,7,Murder or Manslaughter,Yes,Male,30,Black,Not Hispanic,Male,24,Black,Not Hispanic,Acquaintance,Rifle,0,0,FBI
1197,CA00109,Oakland,Municipal Police,Alameda,California,1980,September,8,Murder or Manslaughter,No,Male,49,Black,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Blunt Object,0,0,FBI
1198,CA00109,Oakland,Municipal Police,Alameda,California,1980,September,9,Murder or Manslaughter,Yes,Male,27,Black,Not Hispanic,Male,28,Black,Not Hispanic,Acquaintance,Handgun,0,0,FBI
1199,CA00109,Oakland,Municipal Police,Alameda,California,1980,September,10,Murder or Manslaughter,No,Male,42,White,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Knife,0,0,FBI
1200,CA00109,Oakland,Municipal Police,Alameda,California,1980,September,11,Murder or Manslaughter,No,Male,31,Black,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Knife,0,0,FBI
1201,CA00109,Oakland,Municipal Police,Alameda,California,1980,September,12,Murder or Manslaughter,Yes,Male,23,Black,Not Hispanic,Male,31,Black,Not Hispanic,Acquaintance,Blunt Object,0,0,FBI
1202,CA00109,Oakland,Municipal Police,Alameda,California,1980,September,13,Murder or Manslaughter,No,Female,81,White,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Blunt Object,0,0,FBI
1203,CA00109,Oakland,Municipal Police,Alameda,California,1980,September,14,Murder or Manslaughter,Yes,Male,33,Black,Not Hispanic,Male,17,Black,Not Hispanic,Unknown,Handgun,0,0,FBI
1204,CA00109,Oakland,Municipal Police,Alameda,California,1980,September,15,Murder or Manslaughter,Yes,Male,30,Black,Not Hispanic,Male,41,White,Not Hispanic,Unknown,Handgun,0,0,FBI
1205,CA00109,Oakland,Municipal Police,Alameda,California,1980,October,1,Murder or Manslaughter,Yes,Male,25,Black,Not Hispanic,Male,25,Black,Not Hispanic,Unknown,Blunt Object,0,0,FBI
1206,CA00109,Oakland,Municipal Police,Alameda,California,1980,October,2,Murder or Manslaughter,No,Male,33,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
1207,CA00109,Oakland,Municipal Police,Alameda,California,1980,October,3,Murder or Manslaughter,Yes,Male,20,White,Not Hispanic,Female,17,White,Not Hispanic,Boyfriend,Shotgun,0,0,FBI
1208,CA00109,Oakland,Municipal Police,Alameda,California,1980,October,4,Murder or Manslaughter,No,Male,32,Black,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
1209,CA00109,Oakland,Municipal Police,Alameda,California,1980,October,5,Murder or Manslaughter,Yes,Female,16,White,Not Hispanic,Male,18,Black,Not Hispanic,Girlfriend,Handgun,0,0,FBI
1210,CA00109,Oakland,Municipal Police,Alameda,California,1980,October,6,Manslaughter by Negligence,Yes,Female,31,Black,Not Hispanic,Male,32,Black,Not Hispanic,Acquaintance,Shotgun,0,0,FBI
1211,CA00109,Oakland,Municipal Police,Alameda,California,1980,November,1,Murder or Manslaughter,No,Male,36,Black,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Knife,0,0,FBI
1212,CA00109,Oakland,Municipal Police,Alameda,California,1980,November,2,Murder or Manslaughter,Yes,Male,26,Black,Not Hispanic,Male,19,Black,Not Hispanic,Unknown,Handgun,0,0,FBI
1213,CA00109,Oakland,Municipal Police,Alameda,California,1980,November,3,Murder or Manslaughter,Yes,Male,32,White,Not Hispanic,Male,27,White,Not Hispanic,Unknown,Handgun,0,0,FBI
1214,CA00109,Oakland,Municipal Police,Alameda,California,1980,November,4,Murder or Manslaughter,Yes,Male,28,Black,Not Hispanic,Female,32,Black,Not Hispanic,Unknown,Handgun,0,0,FBI
1215,CA00109,Oakland,Municipal Police,Alameda,California,1980,November,5,Murder or Manslaughter,Yes,Male,19,Unknown,Not Hispanic,Male,20,Black,Not Hispanic,Unknown,Handgun,0,2,FBI
1216,CA00109,Oakland,Municipal Police,Alameda,California,1980,November,6,Murder or Manslaughter,No,Female,27,White,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Handgun,1,1,FBI
1217,CA00109,Oakland,Municipal Police,Alameda,California,1980,November,7,Murder or Manslaughter,Yes,Female,42,Black,Not Hispanic,Male,35,Black,Not Hispanic,Acquaintance,Knife,0,0,FBI
1218,CA00109,Oakland,Municipal Police,Alameda,California,1980,November,8,Murder or Manslaughter,No,Female,76,Black,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Knife,0,0,FBI
1219,CA00109,Oakland,Municipal Police,Alameda,California,1980,November,9,Murder or Manslaughter,Yes,Female,79,White,Not Hispanic,Male,25,White,Not Hispanic,Unknown,Unknown,0,0,FBI
1220,CA00109,Oakland,Municipal Police,Alameda,California,1980,November,10,Murder or Manslaughter,No,Male,25,Black,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
1221,CA00109,Oakland,Municipal Police,Alameda,California,1980,November,11,Murder or Manslaughter,No,Male,32,Black,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
1222,CA00109,Oakland,Municipal Police,Alameda,California,1980,November,12,Murder or Manslaughter,Yes,Female,24,Black,Not Hispanic,Male,30,Black,Not Hispanic,Unknown,Handgun,1,2,FBI
1223,CA00109,Oakland,Municipal Police,Alameda,California,1980,November,13,Murder or Manslaughter,Yes,Male,29,Black,Not Hispanic,Male,29,Black,Not Hispanic,Unknown,Handgun,0,0,FBI
1224,CA00109,Oakland,Municipal Police,Alameda,California,1980,December,1,Murder or Manslaughter,Yes,Male,87,Black,Not Hispanic,Female,19,Black,Not Hispanic,Unknown,Blunt Object,0,2,FBI
1225,CA00109,Oakland,Municipal Police,Alameda,California,1980,December,2,Murder or Manslaughter,No,Male,22,Black,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
1226,CA00109,Oakland,Municipal Police,Alameda,California,1980,December,3,Murder or Manslaughter,Yes,Male,30,Black,Not Hispanic,Male,29,White,Not Hispanic,Unknown,Blunt Object,0,0,FBI
1227,CA00109,Oakland,Municipal Police,Alameda,California,1980,December,4,Murder or Manslaughter,No,Male,30,White,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
1228,CA00109,Oakland,Municipal Police,Alameda,California,1980,December,5,Murder or Manslaughter,Yes,Male,37,Black,Not Hispanic,Male,40,Black,Not Hispanic,Unknown,Handgun,0,0,FBI
1229,CA00109,Oakland,Municipal Police,Alameda,California,1980,December,6,Murder or Manslaughter,Yes,Male,38,Black,Not Hispanic,Male,31,Black,Not Hispanic,Acquaintance,Knife,0,0,FBI
1230,CA00109,Oakland,Municipal Police,Alameda,California,1980,December,7,Murder or Manslaughter,Yes,Male,53,Black,Not Hispanic,Female,45,Black,Not Hispanic,Acquaintance,Handgun,0,0,FBI
1231,CA00109,Oakland,Municipal Police,Alameda,California,1980,December,8,Murder or Manslaughter,Yes,Female,72,White,Not Hispanic,Male,25,White,Not Hispanic,Unknown,Unknown,0,0,FBI
1232,CA00109,Oakland,Municipal Police,Alameda,California,1980,December,9,Murder or Manslaughter,Yes,Male,21,Black,Not Hispanic,Male,22,Black,Not Hispanic,Unknown,Rifle,0,2,FBI
1233,CA00109,Oakland,Municipal Police,Alameda,California,1980,December,10,Murder or Manslaughter,Yes,Male,34,Black,Not Hispanic,Male,19,Black,Not Hispanic,Unknown,Handgun,0,0,FBI
1234,CA00109,Oakland,Municipal Police,Alameda,California,1980,December,11,Murder or Manslaughter,Yes,Female,27,White,Not Hispanic,Male,45,White,Not Hispanic,Wife,Knife,0,0,FBI
1235,CA00109,Oakland,Municipal Police,Alameda,California,1980,December,12,Murder or Manslaughter,No,Male,21,Black,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Knife,0,0,FBI
1236,CA00109,Oakland,Municipal Police,Alameda,California,1980,December,13,Murder or Manslaughter,Yes,Male,33,Black,Not Hispanic,Female,32,Black,Not Hispanic,Husband,Handgun,0,0,FBI
1237,CA00109,Oakland,Municipal Police,Alameda,California,1980,December,14,Murder or Manslaughter,Yes,Male,28,Black,Not Hispanic,Male,0,Unknown,Unknown,Stranger,Shotgun,0,0,FBI
1238,CA00109,Oakland,Municipal Police,Alameda,California,1980,December,15,Murder or Manslaughter,Yes,Male,22,Black,Not Hispanic,Male,27,Black,Not Hispanic,Acquaintance,Knife,0,0,FBI
1239,CA00109,Oakland,Municipal Police,Alameda,California,1980,December,16,Murder or Manslaughter,Yes,Male,23,Black,Not Hispanic,Male,19,Black,Not Hispanic,Stranger,Handgun,0,0,FBI
1240,CA00109,Oakland,Municipal Police,Alameda,California,1980,December,17,Murder or Manslaughter,Yes,Male,15,White,Not Hispanic,Male,17,White,Not Hispanic,Acquaintance,Rifle,0,0,FBI
1241,CA00109,Oakland,Municipal Police,Alameda,California,1980,December,18,Murder or Manslaughter,Yes,Male,70,Black,Not Hispanic,Female,25,Black,Not Hispanic,Acquaintance,Blunt Object,0,1,FBI
1242,CA00111,Pleasanton,Municipal Police,Alameda,California,1980,April,1,Murder or Manslaughter,Yes,Male,29,Black,Unknown,Male,30,White,Unknown,Stranger,Firearm,0,0,FBI
1243,CA00112,San Leandro,Municipal Police,Alameda,California,1980,October,1,Murder or Manslaughter,Yes,Male,16,White,Not Hispanic,Male,17,White,Not Hispanic,Unknown,Knife,0,0,FBI
1244,CA00112,San Leandro,Municipal Police,Alameda,California,1980,November,1,Murder or Manslaughter,Yes,Male,32,White,Not Hispanic,Male,24,White,Not Hispanic,Unknown,Blunt Object,0,0,FBI
1245,CA00113,Union City,Municipal Police,Alameda,California,1980,March,1,Murder or Manslaughter,Yes,Male,17,Asian/Pacific Islander,Unknown,Male,18,White,Unknown,Unknown,Knife,0,1,FBI
1246,CA00113,Union City,Municipal Police,Alameda,California,1980,June,1,Murder or Manslaughter,No,Male,29,White,Unknown,Unknown,0,Unknown,Unknown,Unknown,Knife,0,0,FBI
1247,CA00113,Union City,Municipal Police,Alameda,California,1980,July,1,Murder or Manslaughter,No,Female,46,Black,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Unknown,0,0,FBI
1248,CA00113,Union City,Municipal Police,Alameda,California,1980,September,1,Murder or Manslaughter,Yes,Male,24,White,Not Hispanic,Male,18,White,Hispanic,Unknown,Knife,0,0,FBI
1249,CA00113,Union City,Municipal Police,Alameda,California,1980,October,1,Murder or Manslaughter,Yes,Female,22,White,Hispanic,Male,22,White,Hispanic,Wife,Handgun,0,0,FBI
1250,CA00113,Union City,Municipal Police,Alameda,California,1980,November,1,Murder or Manslaughter,Yes,Male,28,White,Hispanic,Female,32,White,Hispanic,Boyfriend,Knife,0,0,FBI
1251,CA00113,Union City,Municipal Police,Alameda,California,1980,November,2,Manslaughter by Negligence,Yes,Male,18,White,Hispanic,Male,20,White,Hispanic,Acquaintance,Handgun,0,0,FBI
1252,CA00121,San Francisco Bart: Alameda County,Special Police,San Francisco,California,1980,November,1,Murder or Manslaughter,Yes,Male,70,White,Not Hispanic,Male,28,Black,Not Hispanic,Unknown,Blunt Object,0,0,FBI
1253,CA00198,Alameda State Police,State Police,Alameda,California,1980,December,1,Murder or Manslaughter,Yes,Male,37,Black,Not Hispanic,Male,0,Black,Not Hispanic,Unknown,Handgun,0,0,FBI
1254,CA00200,Alpine,Sheriff,Alpine,California,1980,October,1,Murder or Manslaughter,Yes,Female,49,White,Not Hispanic,Male,46,White,Not Hispanic,Acquaintance,Handgun,0,0,FBI
